Álbum,Música,Duração,Popularidade,Visualizações,Letra,Prêmios
Músicas Para Churrasco (vol.1),Dois Beijinhos,254.746,42,94725, Você é tão gente boa Que eu até penso Que está me dando mole É tão bonitona Que eu imagino Que tudo isso pode ser meu Que tudo isso pode ser meu Que tudo isso pode ser meu Que tudo isso pode ser meu Eu nunca sei o que faço Se dou dois beijinhos Ou miro na boca Se olho nos olhos mostrando carinho Como quem diz eu quero ser seu Como quem diz eu quero ser seu Como quem diz eu quero ser seu Como quem diz eu quero ser seu Quero ser o seu amor Quero ser seu namorado Quero ter o seu carinho Quero estar apaixonado Quero ser o seu amor Quero ser seu namorado Quero ter o seu carinho Quero estar apaixonado Você é tão gente boa Que eu até penso Que está me dando mole É tão bonitona Que eu imagino Que tudo isso pode ser meu Que tudo isso pode ser meu Que tudo isso pode ser meu Que tudo isso pode ser meu Eu nunca sei o que faço Se dou dois beijinhos Ou miro na boca Se olho nos olhos mostrando carinho Como quem diz eu quero ser seu Como quem diz eu quero ser seu Como quem diz eu quero ser seu Como quem diz eu quero ser seu Quero ser o seu amor Quero ser seu namorado Quero ter o seu carinho Quero estar apaixonado Quero ser o seu amor Quero ser seu namorado Quero ter o seu carinho Quero estar apaixonado ,1
Músicas Para Churrasco (vol.1),Vizinha,215.746,42,56442," Vizinha nova todo mundo tá ligado Só que ninguém sabe ainda se ela já tem namorado Será que tem, geral que saber Tem gente casando dinheiro, fazendo bolão Será que tem, geral quer saber Tem fila indiana na porta do seu coração Eu sou mais um Meu plano tá montado Ele já foi muito testado Nunca me deixou na mão Você vai ver, geral vai bolar Se a gente passar de mão dada e depois se beijar Você vai ver, geral vai querer Saber o feitiço que eu fiz pra ficar com você Vizinha Eu não sei o seu nome Vizinha Você também não sabe o meu Vizinha Se você for Julieta Vizinha O meu pode ser Romeu ",1
Músicas Para Churrasco (vol.1),Amiga da Minha Mulher,248.08,65,1148296," Ela é amiga da minha mulher Pois é, pois é Mas vive dando em cima de mim Enfim, enfim Ainda por cima, é uma tremenda gata Pra piorar a minha situação Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Não pego, eu pego Não pego, eu pego Não pego, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) Minha mulher me perguntou até: Qual é, qual é? Eu respondi que não tô nem aí, menti, menti De vez em quando, eu fico admirando É muita areia pro meu caminhão Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Não pego, eu pego Não pego, eu pego Não pego, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) O meu cunhado já me avisou Que, se eu der mole, ele vai me entregar A minha sogra me orientou Isso não tá certo, é melhor parar Falei, ela não quis ouvir Pedi, ela não respeitou Eu juro, a carne é fraca Mas nunca rolou( Falei, ela não quis ouvir) Não quis ouvir( Pedi, ela não respeitou)( Eu juro, a carne é fraca)( Mas nunca rolou) Ela é amiga da minha mulher Pois é, pois é Mas vive dando em cima de mim Enfim, enfim Ainda por cima, é uma tremenda gata Pra piorar a minha situação Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Não pego, eu pego Não pego, eu pego Não pego, não, não, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) Minha mulher me perguntou até: Qual é, qual é? Eu respondi que não tô nem aí, menti, menti De vez em quando, eu fico admirando É muita areia pro meu caminhão Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Se fosse mulher feia, tava tudo certo Mulher bonita mexe com meu coração Não pego, eu pego Não pego, eu pego Não pego, não, não, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) O meu cunhado já me avisou Que, se eu der mole, ele vai me entregar A minha sogra me orientou Isso não tá certo, é melhor parar Falei, ela não quis ouvir Pedi, ela não respeitou Eu juro, a carne é fraca Mas nunca rolou( Falei, ela não quis ouvir) Não quis ouvir( Pedi, ela não respeitou)( Eu juro, a carne é fraca)( Mas nunca rolou) Não, não, não Não pego, eu pego Não pego, eu pego Não pego, não, não, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) Não, não Não pego, eu pego Não pego, eu pego Não pego, não, não, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) Não, não, não, não Não pego, eu pego Não pego, eu pego Não pego, não, não, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) Não, não, não, não Não pego, eu pego Não pego, eu pego Não pego, não, não, não( Não pego, eu pego)( Não pego, eu pego)( Não pego, não) ",1
Músicas Para Churrasco (vol.1),Dia de Comemorar,185.48,35,31869," Pode chegar Pode beber A cerveja tá no gelo O isopor tá aí Pode sentar Pode comer Pega um prato aí na mesa Para se servir Se preferir pegue com a mão Tá em casa, tudo certo Pode relaxar Tá tudo bem, tá tudo bom Porque hoje é nosso dia de comemorar Vamos cantar, vamos bater Vai queimando todo mundo Na palma da mão E esse lugar tem tudo a ver Com a nossa energia E o nosso som Vem sacudir Vem balançar A pelada do campinho Vai rolar também Tamos aí Então vamos lá Porque hoje é nosso dia de comemorar (x4) ",1
Músicas Para Churrasco (vol.1),Japonesa,234.213,39,39513," Japonesa vou dizer arigatô Eu anteontem comi o seu sushi Perdidamente apaixonado estou Eu quero ser o seu amado Quero ser seu tamagochi Japonesa vou dizer arigatô Eu anteontem comi o seu sushi (seu sashimi) Perdidamente apaixonado estou Eu quero ser o seu amado Quero ser seu tamagochi Me dê carinho Dê beijinho Com jeitinho Me prepara a madeira Com um pouquinho de saquê Tô aprendendo a comer de palitinho Vou largar a capoeira E praticar o karatê Oh minha gueixa Sei que eu não posso me queixar Mas realmente eu fiquei sem dinheiro algum Não tenho um real Você também não tem Nenhuma moedinha de yen Não tenho um real Você também não tem Nenhuma moedinha de yen Nhém nhém nhém nhém nhém Nhém nhém nhém nhém nhém nhém  (x2) Yakisoba, yakisoba Tekamaki Yakisoba, yakisoba Kani Yakisoba, yakisoba Tekamaki Yakisoba Shoyo (x8) ",1
Músicas Para Churrasco (vol.1),Olê Olê,-1.0,-1,18877," Chega junto que a vibe é forte Quanto mais alegria, melhor Vamo nessa que tá dando sorte A nossa energia ela é muito maior É um lance legal pra caramba Que empurra a galera pra cima É mistura de pop com rap De rock e confete De samba e serpentina Você vai gostar do clima Você vai querer dançar Os 'mano' são gente fina E as 'mina' são de apaixonar Você vai gostar do clima Você vai querer voltar Então bota a mão pra cima Quero ver geral cantar Olê olê Olê olê, olê olê, olê olê Olê olá (x2) ",1
Músicas Para Churrasco (vol.1),Quem Não Quer Sou Eu,326.493,53,758993," Eu vou ficar a noite em claro sem pegar no sono Meditando sobre o que de fato aconteceu Eu até pensei que fosse terminar na cama Como era de costume entre você e eu Eu fiz de tudo, mas era tarde Foi o que eu podia dar, você não entendeu Eu quis ir fundo e você com medo Tirou onda, pois agora quem não quer sou eu É, quem não quer sou eu Quem não quer sou eu Pois é Vai a noite, vem o dia E eu aqui pensando Um cigarro atrás do outro E eu fumo sem parar Da janela eu vejo o trânsito congestionado No meu peito o coração parece buzinar Eu fiz de tudo, mas era tarde Foi o que eu podia dar você não entendeu, não, não, não Eu quis ir fundo e você com medo Tirou onda, pois agora quem não quer sou eu É, quem não quer sou eu Quem não quer sou eu Pois é Quem não quer sou eu Quem não quer sou eu Pois é Eu vou passar a noite em claro sem pegar no sono Meditando sobre o que de fato aconteceu Eu até pensei que fosse terminar na cama Como era de costume entre você e eu Eu fiz de tudo, mas era tarde Foi o que eu podia dar, você não entendeu, não, não, não Eu quis ir fundo e você com medo Tirou onda, pois agora quem não quer sou eu É, quem não quer sou eu Quem não quer sou eu Pois é Quem não quer sou eu Quem não quer sou eu Pois é Quem não quer sou eu, oh Quem não quer sou eu ",1
Perfil,Burguesinha,258.186,48,1473017," Vai no cabeleireiro No esteticista Malha o dia inteiro Vida de artista Saca dinheiro Vai de motorista Com seu carro esporte Vai zoar na pista Final de semana Na casa de praia Só gastando grana Na maior gandaia Vai pra balada Dança bate estaca Com a sua tribo Até de madrugada Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Só no filé Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Tem o que quer Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Do croissant Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Suquinho de maçã Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha ",3
Perfil,Mina do Condomínio,400.626,60,1168800," Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Seu cabelo me alucina Sua boca me devora Sua voz me ilumina Seu olhar me apavora Me perdi no seu sorriso Nem preciso me encontrar Não me mostre o paraíso Que se eu for, não vou voltar Pois eu vou Eu vou Eu digo oi, ela nem nada Passa na minha calçada Dou bom dia, ela nem liga Se ela chega, eu paro tudo Se ela passa, eu fico todo Se vem vindo, eu faço figa Eu mando um beijo, ela não pega Pisco olho, ela se nega Faço pose, ela não vê Jogo charme, ela ignora Chego junto, ela sai fora Eu escrevo, ela não lê Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Seu cabelo me alucina Sua boca me devora Sua voz me ilumina Seu olhar me apavora Me perdi no seu sorriso Nem preciso me encontrar Não me mostre o paraíso Que se eu for, não vou voltar Eu vou Eu vou Eu digo oi, ela nem nada Passa na minha calçada Dou bom dia, ela nem liga Se ela chega, eu paro tudo Se ela passa, eu fico todo Se vem vindo, eu faço figa Eu mando um beijo, ela não pega Pisco olho, ela se nega Faço pose, ela não vê Jogo charme, ela ignora Chego junto, ela sai fora Eu escrevo, ela não lê Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio ",3
Perfil,Tive Razão,272.133,29,606385," Tive razão Posso falar Não foi legal, não pegou bem Que vontade de chorar, dói Em pensar que ela não vem só dói Mas pra mim tá tranquilo, eu vou zuar O clima é de partida Vou dar sequência na vida De bobeira é que eu não estou E você sabe como é que é, eu vou Mas poderei voltar quando você quiser Demorou, vai ser melhor Demorou, vai ser melhor Tive razão Posso falar Não foi legal, não pegou bem Que vontade de chorar, dói Em pensar que ela não vem só, dói Mas pra mim tá tranquilo, eu vou zuar O clima é de partida Vou dar sequência na minha vida E de bobeira é que eu não estou E você sabe como é que é, eu vou Mas poderei voltar quando você quiser Demorou, vai ser melhor Demorou, vai ser melhor ",3
Perfil,Carolina,-1.0,-1,1211328," Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você De segunda a segunda, fico louco pra te ver Quando eu te ligo, você quase nunca está Isso era outra coisa que eu queria te dizer Não temos tempo, então melhor deixar pra lá A princípio, no domingo, o que você quer fazer? Faça um pedido, que eu irei realizar Olha aí, amigo, eu digo que ela só me dá prazer Essa mina Carolina é de abalar, oi Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina eu vou amar você Carolina, Carolina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você Eu vou amar você Pois eu vou te dar muito carinho Vou te dar beijinho no cangote Oi, Carolina Menina bela, menina bela Maravilha feminina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Ô, Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, ô, Carolina (ô, Carolina) Ô, Carolina, ô, Carolina Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol (ô, Carolina) Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol ",3
Perfil,País Tropical,-1.0,-1,26335," Moro Num país tropical Abençoado por Deus E bonito por natureza Em fevereiro Tem carnaval Eu tenho um fusca e um violão Sou flamengo e tenho uma nega chamada tereza Eu moro Num país tropical Abençoado por Deus E bonito por natureza Em fevereiro Tem carnaval Eu tenho um fusca e um violão Sou flamengo e tenho uma nega chamada tereza Sambaby, sambaby Posso não ser um band leader( Pois é!) Mas lá em casa todos meus amigos Os meus camaradinhas Me respeitam, (pois é!) Essa é a razão da simpatia Do poder, do algo mais E da alegria Moro Num país tropical Abençoado por Deus E bonito por natureza Em fevereiro, em fevereiro Tem carnaval Tem carnaval Eu tenho um fusca e um violão Sou flamengo e tenho uma nega chamada Tereza Sou flamengo e tenho uma nega chamada Tereza Eu sou flamengo e não disfarço de ninguém Mas em cinco brasileiros seis fãs o flamengo tem Eu moro Num patropi Abençoá por dê E boni por naturê Em feverê (em feverê) Tem carná (tem carná) Eu tenho um fusca um vio Sou flamen e tenho uma nega chamá terê Sou flamen e tenho uma nega chamá terê Sou flamengo e tenho uma nega chamada Tereza Sou flamengo e tenho uma nega chamada Tereza Sou flamengo e tenho uma nega chamada Tereza Eu sou flamengo e não disfarço de ninguém Mas em cinco brasileiros seis fãs o flamengo tem Sou flamengo e tenho uma nega chamada Tereza ",3
Perfil,São Gonça,297.066,54,695557," Pretinha, uh, faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar No cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Pretinha, uh, eu faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem Neném, ai, ai, faz isso comigo não A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar Lá no cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender, tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé, fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas tente compreender, tente compreender Morando em São Paulo, você sabe como é Hoje a marginal engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser ",3
Perfil,É Isso Aí,258.186,48,254172, É isso aí Como a gente achou que ia ser A vida tão simples é boa Quase sempre É isso ai Os passos vão pelas ruas Ninguém reparou na Lua A vida sempre continua E eu não sei parar de te olhar Eu não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não sei parar De te olhar É isso aí Há quem acredita em milagres Há quem cometa maldades Há quem não saiba dizer a verdade É isso aí Um vendedor de flores Ensina seus filhos a escolher seus amores Eu não sei parar de te olhar Não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não vou parar de te olhar É isso aí Há quem acredita em milagres Há quem cometa maldades Há quem não saiba dizer a verdade É isso aí Um vendedor de flores Ensina seus filhos a escolher seus amores E eu não sei parar de te olhar Eu não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não vou parar de te olhar ,3
Perfil,Zé do Caroço,251.64,49,220038," No serviço de altofalante Do morro do Pau da Bandeira Quem avisa é o Zé do Caroço Que amanhã vai fazer alvoroço Alertando a favela inteira Aí como eu queria que fosse em mangueira Que existisse outro Zé do Caroço Pra falar de uma vez pra esse moço Carnaval não é esse colosso Nossa escola é raiz, é madeira Mas é o Morro do Pau da Bandeira De uma Vila Isabel verdadeira E o Zé do Caroço trabalha E o Zé do Caroço batalha E que malha o preço da feira E na hora que a televisão brasileira Destrói toda gente com a sua novela É que o Zé bota a boca no mundo Ele faz um discurso profundo Ele quer ver o bem da favela Está nascendo um novo líder No morro do Pau da Bandeira Está nascendo um novo líder No morro do Pau da Bandeira No morro do Pau da Bandeira No morro do Pau da Bandeira ",3
Perfil,Eu Sou o Samba,190.4,48,33932," Coisa linda, muito prazer Hoje você vai ser minha Esse corpo me pertence Eu vou pegar você, eu vou pegar você Eu cheguei chegando Tô cheio de rima Na boca do povo Em qualquer esquina Não faz isso não neguinha Que eu me perco todo Meu pandeiro quebra Meu cavaco chora E eu fico louco Louco pra te ver mexer E descer até o chão Abre a roda pra geral Bate na palma da mão Já dançaram funk aí Agora é a minha vez Com surdo, cuíca, tamborim, repique Eu vou pegar você Eu sou o samba Tenho certeza que você vai se amarrar Eu sou o samba Tenho certeza que você vai se entregar pra mim ",3
Perfil,Pessoal particular,387.72,46,419439," Ela sabe que eu quero, muito lhe espero Mas agora o assunto é particular Não acabou o amor, só o compromisso Isto não é banal, está com um novo amor E batalhou por isso, isto é muito pessoal Ela sabe que eu quero, quanto tempo for espero Que desejo, me derreto com seu jeito de olhar Porque o seu amor já virou meu vício Eu posso até me dar mal Por não ser seu amor, por não ter compromisso Isto é particular Agora eu vou te dar uma dica, uma dica O mundo é tão lindo Ainda por cima tem eu te querendo Acordei pensando nisso E o bom da vida é viver bem Estar bem, querer bem Deixa eu namorar Viver bem Estar bem, querer bem Não é nada mau Viver bem, estar bem é particular Ela sabe que eu quero, muito lhe espero Mas agora o assunto é particular Não acabou o amor, só o compromisso Isto não é banal, está com um novo amor E batalhou por isso, isto é muito pessoal Ela sabe que eu quero, quanto tempo for espero Que desejo, me derreto com seu jeito de olhar Porque o seu amor já virou um vício Eu posso até me dar mal Por não ser seu amor, por não ter compromisso Isto é particular Agora eu vou lhe dar uma dica, uma dica O mundo é tão lindo Ainda por cima tem eu te querendo Acordei pensando nisso E o bom da vida é viver bem Estar bem, querer bem Deixa eu namorar Viver bem Estar bem, querer bem Não é nada mau Viver bem, estar bem é particular Muito pessoal É particular ",3
Perfil,Seu Olhar,386.986,48,1610401, Temos rotas a seguir Podemos ir daqui pro mundo Mas quero ficar porque Quero mergulhar mais fundo Só de me encontrar no seu olhar Já muda tudo Posso respirar você E posso te enxergar no escuro Tem muito tempo na estrada Muito tem E como quem não quer nada Você vem Depois da onda pesada A onda zen É namorar na almofada E dormir bem Foi o seu olhar O que me encantou Quero um pouco mais Desse seu amor Foi o seu olhar O que me encantou Quero um pouco mais Desse seu amor ,3
Perfil,Me Deixa em Paz,-1.0,-1,57186, Se você não me queria Não devia me procurar Não devia me iludir Nem deixar Eu me apaixonar Evitar essa dor É impossível Evitar esse amor É muito mais Você arruinou A minha vida Me deixa em paz Se você não me queria Não devia me procurar Não devia me iludir Nem deixar Eu me apaixonar Evitar esta dor É impossível Evitar esse amor É muito mais Você arruinou A minha vida Me deixa em paz Você arruinou A minha vida Me deixa em paz Me deixa em paz! Me deixa em paz! Me deixa em paz! ,3
Perfil,Pode Acreditar (Meu Laiá Laiá),-1.0,-1,38887," Laiá laiá chega como eu cheguei Laiá laiá laiá malandro é Malandro Laiá laiá pisa como eu pisei Laiá laiá laiá então pode acreditar Então pense Dois moleques ali sentados Tramando contra o mundo e fumando um baseado Falar de quê? Lutar contra quem? Chegar com pé na porta e não dar mole pra ninguém Imagina só? O fim da repressão Você falar de maconha e de liberdade de expressão De um lado o bandido De outro a polícia Agora já era, tá na mão da milícia Nós avisamos dos porcos fardados Mas nego é burro Burro, continua votando errado Valeu a experiência Valeu até a prisão Mas o que valeu mesmo foi achar minha missão Revolução, eu tenho feito Orgulho, irmão bato no peito. É Às vezes até acho que sou dono do mundo Talvez eu seja, talvez eu seja Laiá laiá chega como eu cheguei Laiá laiá laiá malandro é Malandro Laiá laiá pisa como eu pisei Laiá laiá laiá então pode acreditar Já te provei que lá no morro eu sou rei Conexão entre o morro e o asfalto Tu sabe, eu sei Malandro junto com trabalhador Caminhando do lado justo e nunca do falador Eu vou montar uma banda sinistra Que vai encher os shows e vai bombar na pista Eu vou lutar contra a dor do preconceito Ter a voz ativa, mas manter o respeito Vou vender disco e até ganhar dinheiro Vou conquistar o mundo junto com os meus parceiros Eu vou atrás da batida também Vou por o RAP no samba Vou muito mais além Eu vou no rock, eu vou no funk É hip-hop, atitude punk! Não entendeu? A gente te explica15 anos juntos compade sou pica( Diz pra eles, Seu Jorge?) Laiá laiá chega como eu cheguei Laiá laiá laiá malandro é Malandro Laiá laiá pisa como eu pisei Laiá laiá laiá então pode acreditar( Pode acreditar) ",3
Perfil,Cotidiano,-1.0,-1,147678, Dãothi! Dandão! Dãothi! Dandão! Dãothi! Dãothu! Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã Todo dia ela diz Que é pra eu me cuidar Essas coisas que diz Toda mulher Diz que está me esperando Pro jantar E me beija com a boca De café Todo dia eu só penso Em poder parar Meio-dia eu só penso Em dizer não Depois penso na vida Pra levar E me calo com a boca De feijão Seis da tarde Como era de se esperar Ela pega E me espera no portão Diz que está muito louca Pra beijar E me beija com a boca De paixão Toda noite ela diz Pra eu não me afastar Meia-noite ela jura eterno amor E me aperta pra eu quase sufocar E me morde com a boca de pavor Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã Dãothi! Dandão! Dãothi! Dandão! Dãothi! Dãothu! Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã Todo dia ela diz Que é pra eu me cuidar Essas coisas que diz Toda mulher Diz que está me esperando Pro jantar E me beija com a boca De café Todo dia eu só penso Em poder parar Meio-dia eu só penso Em dizer não Depois penso na vida Pra levar E me calo com a boca De feijão Seis da tarde Como era de se esperar Ela pega E me espera no portão Diz que está muito louca Pra beijar E me beija com a boca De paixão Toda noite ela diz Pra eu não me afastar Meia-noite ela jura eterno amor E me aperta pra eu quase sufocar E me morde com a boca de pavor Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã Dãothi! Dandão! Dãothi! Dandão! Dãothi! Dãothu! ,3
Perfil,Dance Dance Dance,-1.0,-1,22349," [ Seu Jorge] O enredo revela, que fica sem roteiro Vou honrar o meu filme, ser forte E mostrar quem eu sou pra você Dance, dance, dance Dance, dance, dance Luz e som, num desafio a chance Um entre mil romance Além do limite onde o amor nos alcance então Dance, dance, dance, ooh Dance, dance, dance Livre na cena nos alto seguro O groove não cai enfim te encontrei Nosso caso nas telas Dois vorás da lei Já travamos combates Com arte ainda vamos Dançar outra vez Nessa história bandida Qual meu pagamento final? Eu não sei Trama vencida trama da vida do amor Longa metragem da dor Dance, dance, dance, ooh Dance, dance, dance Luz e som, num desafio a chance Um entre mil romance Além do limite onde o amor nos alcance então Dance, dance, dance Dance, dance, dance Livre na cena no salto seguro O groove não cai enfim te encontrei[ Pixote] E se for possível em algum lugar vou te ver dançar Se não vo te ligar e te encontrar Amei seus detalhes eu gosto assim Uma linda rosa que me convenceu no fim Eu sei o que é isso o que eu vivo O perigo é constante um aviso Não sou aquele do carinho tenho que dizer Mas quero com você até amanhecer Viver esse momento e nada mais É difícil não vou te difamar jamais Primeiro que quis você gostou é bis Eu sei do que fiz eu te fiz feliz Mademoiselle és capaz de me sorrir Vamos curtir um pouco mais Fico gravado na mente Igual não achou a saudade é presente Frente é puxar um bonde amigo Depois da dança comemora Com o vilão sumiu (hé hé) Vira romance esse loko que acendia até um lance Então dance Livre na cena no salto seguro groove não cai Enfim te encontrei[ Mano Brown] Se o final for feliz Não nos perdoarão saber Como fugir desse lugar baby Nas ilhas do sul fuga de alcatraz vem vê Nas marginais como bone e clyde vê Antes que acendam a luzes da ribalta Olhares se cruzem acusem minha falta No auge da festa na alta eu Mó guela mó, mó vela Longe sem brisa naquela Sem mais mil uma noite sequela eu Também fui vexame o meu tsunami é seu Esse meu mundo infame A chapelandia não vê Não entende a discórdia Eu quero é liberdade não misericórdia Agora se quiser vem se não quer vem (eu vou) Assalto do trem pagador Dos malotes de amor E felicidade dádiva que meu Deus deixou vamô Antes que venha o ataque E nos queime na praça igual a joana dark Um dia entre nós esse som e a saudade Era uma vez De um tempo em que éramos reis De quando o campinho era um palco zica E o crime era um passo do michael Aos trancos barracos e barrancos debate Loko as 2 horas esperando o resgate Mar proibido e um mal compreendido E um amor bandido em um outro nível Se for possível Dance, dance, dance, ooh Dance, dance, dance ",3
América Brasil (Ao Vivo),Trabalhador,407.36,25,155729," Está na luta, no corre-corre, no dia-a-dia Marmita é fria mas se precisa ir trabalhar Essa rotina em toda firma começa às sete da manhã Patrão reclama e manda embora quem atrasar Trabalhador Trabalhador brasileiro Dentista, frentista, polícia, bombeiro Trabalhador brasileiro Tem gari por aí que é formado engenheiro Trabalhador brasileiro Trabalhador E sem dinheiro vai dar um jeito Vai pro serviço É compromisso, vai ter problema se ele faltar Salário é pouco, não dá pra nada Desempregado também não dá E desse jeito a vida segue sem melhorar Trabalhador Trabalhador brasileiro Garçom, garçonete, jurista, pedreiro Trabalhador brasileiro Trabalha igual burro e não ganha dinheiro Trabalhador brasileiro Trabalhador ",0
