Álbum,Música,Duração,Popularidade,Visualizações,Letra,Prêmios
The Life Aquatic Studio Sessions,Starman,195.813,44,19844, Larãorão! Tirimrão! Tirimrão! Tirimrão! A lua inteira agora É um manto negro Oh! Oh! O fim das vozes no meu rádio Oh! Oh! Oh! São quatro ciclos no escuro deserto do céu Quero um machado Prá quebrar o gelo Oh! Oh! Quero acordar Do sonho agora mesmo Oh! Oh! Quero uma chance De tentar viver sem dor... Sempre estar lá E ver ele voltar Não era mais o mesmo Mas estava em seu lugar Sempre estar lá E ver ele voltar O tolo teme a noite Como a noite Vai temer o fogo... Vou chorar sem medo Vou lembrar do tempo De onde eu via o mundo azul... Hum! Hum! Hum! Tiruriri! Tiruriri! Tirimrom! Tirimrom! A trajetória Escapa o risco nu Ah! Aul! As nuvens queimam o céuo nariz Azul Ah! Aul! Desculpe estranho Eu voltei mais puro do céu... Na lua o lado escuro é sempre igualah! aul! No espaço a solidão é tão normal Ah! Aul! Desculpe estranho Eu voltei mais puro do céu... Sempre estar lá E ver ele voltar Não era mais o mesmo Mas estava em seu lugar Sempre estar lá E ver ele voltar O tolo teme a noite Como a noite Vai temer o fogo... Eu vou sonhar sem medo Eu vou lembrar do tempo De onde eu via o mundo azul... Estar lá E ver ele voltar Não era mais o mesmo Mas estava em seu lugar Sempre estar lá E ver ele voltar O tolo teme a noite Como a noite Vai temer o fogo... Eu vou chorar sem medo Eu vou lembrar do tempo De onde eu via o mundo azul... Uh! Uuuuuh! Uuuuuuh! ,0
The Life Aquatic Studio Sessions,Ziggy Stardust,221.933,36,16408, oooohhhh ououououuuhhhdedede aahhhoooohhhh eieieiehhh Eu não sei pintareu não vi o seu filmenão sou de jogarnão bebo em pénão frenquento barra Assim me sinto bemnão devo a ninguéme eu não vou mudarvou ficar com meu timenão vou misturarcachaça e cafésó pra te agradar Assim me sinto bemnão devo a ninguémmeu instinto não falhanega abaixa essa saia ia ia iagente assim se atrapalhaeu já quase morri de fomemas hoje estou bem oooohhhh ououououuuhhhdedede aahhhoooohhhh eieieieeehhh Eu não sei pintareu não vi o seu filmenão sou de jogarnão bebo em pénão frenquento barra Assim me sinto bemnão devo a ninguémeu não vou mudarvou ficar com meu timenão vou misturarcachaça e cafésó pra te agradar Assim me sinto bemnão devo a ninguémmeu instinto não falhanega abaixa essa saia ia ia iagente assim se atrapalhaeu já quase morri de fomemas hoje estou bemoooohhhh eieieieeeehhhdedede aahhhoooohhhh eieieieeeehhh Eu só sei tocar guitar... ,0
The Life Aquatic Studio Sessions,Lady Stardust,209.16,33,11651," Quando chover, flores lindas vão crescer de vez E vem o sol fazer ficar tudo bem Se vai combinar com o jeans, já isso eu não sei Lady Stardust no seu mundo Quero ser seu rei E ser um bom pai Tirar sua tristeza E ser um bom pai Viver a natureza E ser um bom pai Ficar em paz querer mudar pro time do bom pai Pai bom Agora eu não sei se é certo que eu me sinta assim Por outro lado eu sei que não é o fim Só quero te dar prazer, isso eu sei Lady Stardust no seu mundo Quero ser seu rei E ser um bom pai Tirar sua tristeza E ser um bom pai Viver a natureza E ser um bom pai Ficar em paz querer mudar pro time do bom pai Pai bom Não ve me faz Eu te amo, foi voce quem fez Querer ser um bom pai Tirar sua tristeza E ser um bom pai Viver a natureza E ser um bom pai Ficar em paz querer mudar pro time do bom pai Pai bom ",0
The Life Aquatic Studio Sessions,Changes,-1.0,-1,35671," Não vou lamentar, o que passou, passou Eu vou embora, meu tempo acabou Tenho muita coisa para descobrir Eu sinto muito, mas tenho que ir Vou pro mundo porque nada mais me prende aqui É o final do show E não fique magoado porque vou partir É só o jeito que eu sou Changes lá vem meu trem Vem meu trem To saindo fora porque eu vou me dar bem Changes lá vem meu trem Vem meu trem Sei que tá na hora e eu vou me dar bem Sempre em frente, nunca pra trás Não é por nada não mas vou me divertir Enquanto a vida assim permitir Só procurar fazer amigos do bem, se precisar ajudar também E agora a liberdade e o horizonte Só você não sacou Nova York, Ipanema ou Hong Kong É nessa aí que eu tô Changes lá vem meu trem Vem meu trem Tô saindo fora porque eu sei que vou me dar bem Changes lá vem meu trem Vem meu trem Sei que tá na hora e eu vou me dar bem Sempre em frente, nunca pra trás Livre eu me sinto, sublime Gente mais gente O mar e o céu azul Changes lá vem meu trem Vem meu trem Tô saindo fora e eu sei que vou me dar bem Changes lá vem meu trem Vem meu trem Tô saindo fora e eu sei que vou me dar bem Sempre em frente, nunca pra trás Sempre em frente, nunca pra trás ",0
The Life Aquatic Studio Sessions,Oh! You Pretty Things,212.546,34,14466, Tanto tempo se passou E é tão bom ter você aqui Não há limites para o amor Quando se vive com sorte A vida contigo é muito melhor Esqueci o medo de viver só Com você me sinto bem Contigo sou feliz também Agora o mundo é só nós dois E Todo o resto ficou pra depois Enquanto eu estiver aqui O nosso amor vai ser forte A vida contigo é muito melhor Esqueci o medo de viver só Com você me sinto bem Contigo sou feliz também Oh! you pretty things Meu amor por ela é forte Como ele não tem Oh! you pretty things Meu amor por ela é forte E como ele não tem E se outros têm pode ter certeza que o meu é superior Agora o mundo é só nós dois E Todo o resto ficou pra depois Não há limites para o amor Quando se vive com sorte A vida contigo é muito melhor E perdi o medo de viver só Com você me sinto bem Contigo sou feliz também Oh! you pretty things Meu amor por ela é forte Como ele não tem Oh! you pretty things Meu amor por ela é forte E como ele não tem E se outros têm pode ter certeza que o meu é superior ,0
The Life Aquatic Studio Sessions,Rock 'N' Roll Suicide,188.6,33,12494," Você pega um cigarro E põe na boca Entre os seus dedos vai estar outro cigarro Você não come, não tem fome Isso é verdade Ou, ou, ou Você é um rock n' roll suicide Você está velho para se perder E muito novo para morrer Enquanto o tempo Está correndo na cidade A sua chama está ardendo de saudade Ou, ou, ou Você é um rock n' roll suicide Você tem medo Mas avança o sinal E não percebe que o sol apareceu Enquanto pode se esconder Na sua casa você não vai ver Que o que importa é que você não está só Oh não, você não está só Eu não vou deixar nem mesmo se você quiser Venha me ver O sol vai se pôr E outra vez eu vou estar perto de você Oh meu amor você não está só Estou aqui para te proteger Vamos viver pelo nosso bem Só nós dois, não importa mais ninguém Oh meu amor, já está partindo o trem Do coração Já esta partindo o trem Do coração Uh, uh, uh Wonderful Gimme your hands Gimme your hands Wonderful Give me your hands ",0
The Life Aquatic Studio Sessions,Suffragette City,190.466,31,5435," Ei man, você que fechou a porta Ei man, e não deu beijo na boca Ei man, atura a minha canhota Se liga no passo que ela vem e te entorta Ei man, não adianta ficar me olhando Ei man, não há mais quem se importa Ei man, segura a onda malandro Você que se engana pensando estar me enganando Pra mim está tudo bem Você vai ou quer que eu fique Para Suffragette City Pra mim tá tudo bem Você vai ou quer que eu fique Para Suffragette City It's All Right... Ei man, você que fechou a porta Ei man, e não deu beijo na boca Ei man, atura a minha canhota Se liga no passo que ela vem e te entorta Ei man, não adianta ficar me olhando Ei man, não há mais quem se importa Ei man, segura a onda malandro Você que se engana pensando estar me enganando Pra mim está tudo bem Você vai ou quer que eu fique Para Suffragette City Pra mim tá tudo bem Você vai ou quer que eu fique Para Suffragette City(2x) It's All Right Suffragette City (14x) ",0
The Life Aquatic Studio Sessions,Five Years,-1.0,-1,8829, Muito tempo eu fico A viver pelos mares Mergulhando profundo Em recifes e corais Minha missão nesse mundo É Pesquisar animais Mergulhando no escuro Com perigos reais E por isso agora Que eu cheguei aqui Nada vai me tentar a fazer desistir Eu não posso dormir Com você nos meus sonhos Já conheço seu dorso Seu olhar tão medonho E é sem ar que eu fico Há Muito tempo eu fico E Nunca fico rico Aí por isso eu grito Hoje eu te frito Sob o mar ou horizonte Fico a admirar no cais Quando o vento está calmo Tudo fica em paz Eu estou nesta trilha E Não sei quanto tempo faz Eu não vejo sentido Mais nos meus ideias E agora que eu fiz um acorde maior Pra cantar pra você Minha angústia e dor Não me deixe aqui Sem carinho e só Venha viver comigo Venha ser meu amor Porque eu não vivo há Five years Quase não vi nada nesses Five years Estar no mar azul é meu viver há Five years Ir de norte a sul é minha sina há Five years Porque eu não vivo há Five years Quase não vi nada nesses Five years Estar no mar azul é meu viver há Five years Ir de norte a sul é minha sina há Five years Porque eu não vivo há Five years Quase não vi nada nesses Five years Estar no mar azul é minha sina há Five years Ir de norte a sul é meu viver há Five years Uh... Five years Five years Five years Five years ,0
The Life Aquatic Studio Sessions,Queen Bitch,220.933,31,10118," Pretinha eu tenho uma proposta indecorosa pra te fazer Quero que você venha comigo nega pra você ver Tem um lugar super interessante pra gente crescer Evoluir nosso filhos, nossa mente, deixar crescer a semente Segunda eu não vou trabalhar Quero subir pra conferir Eu tô querendo mudar daqui E tem certeza nega que você vai adorar nosso terreno Tem tudo pra ficar grande mas vamo' devagar, começar pequeno As frutas no pomar, a criançada brincar com você E a gente esperando a cegonha trazer nosso novo bebê Porque eu quero viajar, eu quero sair, sair daqui e vou comemorar quando eu conseguir Eu quero mudar, mudar com você, mudar com você Segunda eu não vou trabalhar Quero subir pra conferir Eu tô querendo mudar daqui Depois vamos envelhecer juntos no nosso terreno E fazer tudo que era muito pequeno ficar grande, grande, grande, grande... Aí expandir nosso Sam clore E la vai a ver aquele que engole pra ser feliz Como nós, eu e você, nossos bebe', vamo' la curtir, vamo' sair daqui, eu to querendo mudar, mudar com você, preta não me deixe, eu tô querendo sair Segunda eu não vou trabalhar Quero subir pra conferir Eu tô querendo mudar daqui Mudar com você e o bebê Eu quero mudar, mudar daqui Sei lá, qualquer lugar, Guarapari, Muriqui, quero mudar, eu quero mudar Não sei porque! Mudar com você Eu quero mudar daqui Mudar daqui ",0
The Life Aquatic Studio Sessions,When I Live My Dream,173.613,30,8994, When i live my dream Para onde foi meu sonho Para onde ele decidiu mudar Eu acho que partiu pra outro mundo eu suponho Em alguma estrela deve estar Eu sei que parece muito estranho Meu sonho resolver me abandonar Quero ver se em outra vida eu tenho alguma chance De rever meu sonho As forever When i live my dream When I Live My Dream Não me lembro quem falou pra mim A trilha onde eu possa encontrar Não é possivel que e o mar é tao medonho Mas em alguma estrela deve estar Eu sinto e não sinto mais meu corpo E não escuto mais meu coração Quero ver se em outra vida eu tenho alguma chance De rever meu sonho Aonde a estrada for eu vou seguir When i live my dream Para onde foi meu sonho Será que ele foi pro por-do-sol Será que está no céu Em outro mundo eu suponho Eu tenho que sair pra procurar Eu sei que não tenho mais controle E agora uma porta vai se abrir Quero ver se em outra vida eu tenho alguma chance De rever meu sonho Agora uma luz que sai da porta vem me dar um banho As forever when i live my dream E o sol vai surgir Eu vejo começar meu fim O lumiar do sol pra mim Eu vejo começar meu fim When i live my dream ,0
The Life Aquatic Studio Sessions,Quicksand,-1.0,-1,5984, Mais uma vez ter que mergulhar Descer ao fundo tentar encontrar O sonho que eu perdi Correntes fortes em todo o lugar Mudando tudo quando tudo está no tom pra ter um fim Meus olhos não aguentam o sal E se fiz a 90 graus E o seu beijo amargo de jiló E o seu beijo amargo de jiló As ilusões sempre a me perseguir Não tem ninguém pra me ajudar a sair do fundo que eu não quis Eu sei que o mundo nao pode esperar Enquanto isso não posso enxergar a um palmo do nariz Não acho que seja normal Minha mente me fazendo mal E o seu beijo amargo de jiló E o seu beijo amargo de jiló Deu formiga no mel Maribondo e cupim Que que eu vou fazer de mimó ó ó ó... ó ó ó ó.... As ilusões sempre a me perseguir Não tem ninguém pra me ajudar a sair do fundo que eu não quis Eu sei que o mundo nao pode esperar Enquanto isso não posso enxergar a um palmo do nariz Mues olhos nao aguentam o sal E se fiz a 90 graus E o seu beijo amargo de jiló E o seu beijo amargo de jiló Deu formiga no mel Maribondo e cupim Que que eu vou fazer de mimó ó ó ó... ó ó ó ó.... (2x) ,0
The Life Aquatic Studio Sessions,Team Zissou,152.2,35,6712, Nós vamos pra longe Pro mar azul E não me importa se vamos pro Norte ou se vamos pro Sul A nossa viagem is very cool Próxima parada é a bela de Malibu Team Zissou On the water i love you Estamos felizes para chuchu Não tem problema se no barco tem um cheiro forte de peixe cru Todos vão cantar meu rock/blue Enquanto o chefe toma banho na praia totalmente nu Team Zissou On the water i love you Team Zissou On the water i love you  (3x) I love you ,0
MTV Apresenta Seu Jorge,Chega No Swingue,259.466,42,34290,-1,0
MTV Apresenta Seu Jorge,Te Queria,-1.0,-1,59045,-1,0
MTV Apresenta Seu Jorge,Hagua,243.893,16,33291," O seco deserto esta tomando conta do planeta Água doce, bebível potável está acabando Poluição, devastação, queimadas Desequilíbrio mental Desequilíbrio do meio ambiente Segundo previsões dos cientistas De padres, pastores, budistas De ciganos, pai de Santos, Hare Krishna O tempo vai secar O sol vai cárcume E água pra beber( Não vai ter) E água pra lavar( Não vai dar) Água pra benzer E água pra nadar Nada, nada (x2) O seco deserto esta tomando conta do planeta Água doce, bebível potável está acabando (uuuuh) Poluição, devastação, queimadas Desequilíbrio mental Desequilíbrio do meio ambiente Segundo previsões dos cientistas De padres, pastores, budistas De ciganos, pai de Santos, Hare Krishna O tempo vai secar O sol vai cárcume E água pra beber( Não vai ter) E água pra lavar( Não vai dar) Água pra encher E água pra nadar Nada, nada (x2) ",0
MTV Apresenta Seu Jorge,A Carne,-1.0,-1,76228," A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra Que vai de graça pro presídio E para debaixo de plástico Que vai de graça pro subemprego E pros hospitais psiquiátricos A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra Que fez e faz história Segurando esse país no braço O cabra aqui não se sente revoltado Porque o revólver já está engatilhado E o vingador é lento Mas muito bem intencionado E esse país Vai deixando todo mundo preto E o cabelo esticado Mas mesmo assim Ainda guardo o direito De algum antepassado da cor Brigar por justiça e por respeito De algum antepassado da cor Brigar bravamente por respeito De algum antepassado da cor Brigar por justiça e por respeito De algum antepassado da cor Brigar, brigar, brigar A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra A carne mais barata do mercado é a carne negra ",0
MTV Apresenta Seu Jorge,Mania de Peitão,157.466,9,68944," Ela tem um rebolado Por demais sensual Domina os olhos da gente, Com seu corpo escultural Na praia é uma delicia, com sua cor de jambo Deixa muita mulher recalcada, E tudo que é homem babando A noite ela é uma estrela Ofusca o brilho da lua Não há beleza na Terra, Que se compare com a sua Mas o que o povo desconhece, É que este tremendo ciclone Musa da geração 2000 É armação de silicone Mania de peitão, Mania de peitão, Mania de peitão, É armação de silicone Nunca vi fazer tanta exigência Em fazer o que você me faz Você não sabe o que é a consciência Não vê que eu sou um pobre rapaz Você só pensa em luxo e riqueza Tudo o que você vê, você quer Ai meu Deus, que saudades de Amélia Aquilo sim é que era mulher! ",0
MTV Apresenta Seu Jorge,"Samba Que Nem Rita, À Dora",306.946,14,25753," O Chico falou que a Rita levou O sorriso dele e o assunto Eu sofri seu sofrer mas pergunto Se o meu ele ia aguentar A quem tanto queria um presunto Dei meu corpo morrendo de amar Onde havia horizonte defunto Pois o sol a brilhar( O Chico falou) O Chico falou que a Rita levou O sorriso dele e o assunto Eu sofri seu sofrer mas pergunto Se o meu ele ia aguentar A quem tanto queria um presunto Dei meu corpo morrendo de amar Onde havia horizonte defunto Pois o sol a brilhar Num instante eu tirei Suas mãos lá do tanque Presenteei Máquina de lavar Contratei pra passar Dona Sebastiana Testemunha ocular do esforço que eu fiz Para ver tudo azul E até Carvão e Giz Teria final feliz na África do Sul Acontece ô Chico Você mesmo disse Que a Rita levou o que era de direito Acontece que a Dora sem ter o direito Levou tudo que eu já iria lhe dar Se não deu pra formar um conjunto O meu som não podia dançar Se não deu pra gente ficar junto É um lá, outro cá Lhe dediquei Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. O Chico falou que a Rita levou O sorriso dele e o assunto Eu sofri seu sofrer mas pergunto Se o meu ele ia aguentar A quem tanto queria um presunto Dei meu corpo morrendo de amar Onde havia horizonte defunto Pois o sol a brilhar Num instante eu tirei Suas mãos lá do tanque Presenteei Máquina de lavar Contratei pra passar Dona Sebastiana Testemunha ocular do esforço que eu fiz Para ver tudo azul E até Carvão e Giz Teria final feliz na África do Sul Acontece ô Chico Você mesmo disse Que a Rita levou o que era de direito Acontece que a Dora sem ter o direito Levou tudo que eu já iria lhe dar Se não deu pra formar um conjunto O meu som não podia dançar Se não deu pra gente ficar junto É um lá outro cá Lhe dediquei Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora.( Lere...) Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. ",0
MTV Apresenta Seu Jorge,O Samba Taí,293.693,16,16585," Disseram que o samba se perdeu Onde será que ele está? Dizem que ele foi seguindo adiante Sem consultar a ninguém. Pra entender o samba... Você não precisa sair De onde está.(2x) O Samba taí O samba tá... Tá no sangue daquele que sabe sambar.( Te falei mas disseram...) Disseram que o samba se perdeu Onde será que ele está Dizem que ele foi seguindo adiante Sem consultar a ninguém. Pra entender o samba... Você não precisa sair De onde está.(2x) O Samba taí O samba tá.. Tá no sangue daquele que sabe sambar. Ta no cacique de Ramos No sovaco também tá. Tá no pé da Igreja da Penha, No trem da Central, Tá na Praça Mauá. Tá no frevo em Recife, Nos ? Estates? também tá. Fez história na Bahia, Dizem até que nasceu lá.(2x) O Samba taí O samba tá... Tá no sangue daquele que sabe sambar. Quando desceu lá do morro, compadre. Ele desceu numa boa. Manifestou emoção. O samba andou de avião. O samba andou de canoa. O samba pintou o sete. Com dama e valete. Sabe como é... O samba está na cabeça, E na palma da mão e na sola do pé.(2x) O Samba taí O samba tá.. Tá no sangue daquele que sabe sambar. Vou pedir pra São Jorge guerreiro, Que é meu padroeiro, Pra me abençoar. Tá no sangue daquele que sabe sambar Vou pro samba de noite e de dia, A preta sabia antes de casar. Tá no sangue daquele que sabe sambar...( Ô, no sangue daquele, daquele, daquele que sabe sambar...) Tá no sangue daquele que sabe sambar...( Ô, no sangue daquele, daquele, daquele que sabe sambar...) Tá no sangue daquele que sabe sambar... ",0
MTV Apresenta Seu Jorge,O Pequenês e o Pitt Bull,-1.0,-1,-1,-1,0
MTV Apresenta Seu Jorge,Carolina,-1.0,-1,1211328," Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você De segunda a segunda, fico louco pra te ver Quando eu te ligo, você quase nunca está Isso era outra coisa que eu queria te dizer Não temos tempo, então melhor deixar pra lá A princípio, no domingo, o que você quer fazer? Faça um pedido, que eu irei realizar Olha aí, amigo, eu digo que ela só me dá prazer Essa mina Carolina é de abalar, oi Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina eu vou amar você Carolina, Carolina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você Eu vou amar você Pois eu vou te dar muito carinho Vou te dar beijinho no cangote Oi, Carolina Menina bela, menina bela Maravilha feminina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Ô, Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, ô, Carolina (ô, Carolina) Ô, Carolina, ô, Carolina Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol (ô, Carolina) Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol ",0
MTV Apresenta Seu Jorge,De Alegria Raiou o Dia,240.653,11,21207,-1,0
MTV Apresenta Seu Jorge,Doidinha,-1.0,-1,37807," "" Hum, olha só, Seu Jorge, vai passar aqui do seu lado, olha só..."""" Huuumm...oh filhona! Chega aí, gata...""""e ta voltando, aê!"" Ela vai bem, muito bem, ta legal, é uma delícia de amasso Maravilha pura, me dá beijinho na boca E quando samba, o samba corre no sangue dela E quando samba, o samba mora no corpo dela E aí todo mundo pára pra olhar pra ela Doidinha pra ter neném Doidinha pra ter neném Doidinha pra ter neném Ela é campeã, um pedaço de maçã, um arraso no pedaço Que peitinho durinho, de biquíni amarelinho E quando samba, o samba corre no sangue dela E quando samba, o samba mora no corpo dela (hip hop, hip hop) E aí todo mundo pára pra olhar pra ela Doidinha pra ter neném Doidinha pra ter neném Doidinha pra ter neném (vem, Farofa!) Vai dar, vai dar, vai dar pra ter neném Vai dar, vai dar, vai dar pra ter neném""oh menina gostosa que passa cheirosa Fazendo de prosa, fingindo inocente Tirando o sossego da gente... Que gosta, se enrosca, no seu rebolado meio suingado Mas bem debochado, que vem lá do lado, Passando no asfalto, arrasta a sandália na beira da praia Tombando na areia Eu fico mais lindo por causa do amor Olha que coisa mais linda! Eu fico chapado, rebola na ginga do seu rebolado Vem toda molhada, saindo do maaar Mostrando o seu bronzeado, passeia na areia Seu corpo de musa é um cacho de uva Hum, cai como uma luva no meu paladar Que beleza"" ",0
MTV Apresenta Seu Jorge,São Gonça,297.066,54,695557," Pretinha, uh, faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar No cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Pretinha, uh, eu faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem Neném, ai, ai, faz isso comigo não A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar Lá no cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender, tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé, fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas tente compreender, tente compreender Morando em São Paulo, você sabe como é Hoje a marginal engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser ",0
MTV Apresenta Seu Jorge,Funk Baby,264.053,14,10731,-1,0
MTV Apresenta Seu Jorge,A Massa,-1.0,-1,52117,-1,0
Samba Esporte Fino,Carolina,-1.0,-1,1211328," Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você De segunda a segunda, fico louco pra te ver Quando eu te ligo, você quase nunca está Isso era outra coisa que eu queria te dizer Não temos tempo, então melhor deixar pra lá A princípio, no domingo, o que você quer fazer? Faça um pedido, que eu irei realizar Olha aí, amigo, eu digo que ela só me dá prazer Essa mina Carolina é de abalar, oi Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina eu vou amar você Carolina, Carolina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você Eu vou amar você Pois eu vou te dar muito carinho Vou te dar beijinho no cangote Oi, Carolina Menina bela, menina bela Maravilha feminina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Ô, Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, ô, Carolina (ô, Carolina) Ô, Carolina, ô, Carolina Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol (ô, Carolina) Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol ",0
Samba Esporte Fino,Chega no Suingue,224.266,25,34290,-1,0
Samba Esporte Fino,Mangueira,266.426,17,25696," Alvorada lá no morro, que beleza Ninguém chora, não há tristeza Ninguém sente o sabor Vem aqui pra gente se encontrar A vista é boa e você tem que conhecer E não tem com o que se preocupar A malandragem tá ligada em você Já botei cerveja no congeladore liguei o fogo pro feijão Só estou esperando você chegar Quero ver se tem coragem de subir a famosa Mangueira! Samba na quadra, melhor parada da cidade Mangueira! Eu me amarro Não moro lá, mas considero Mangueira! Samba na quadra, melhor parada da cidade Mangueira! Eu me amarro Não moro lá, mas considero Citação O menino da Mangueira Recebeu pelo Natal Um pandeiro e uma cuíca ",0
